	values	probs.0	probs.dir	probs.unif
Word.order.Infinitive.OV.Word.order.Infinitive.VO	Infinitive: Category irrelevant	0.0633666666666667	0.2619	0.261566666666667
Word.order.Infinitive.OV.Word.order.Infinitive.VO	Infinitive: OV	0.805533333333333	0.4049	0.404066666666667
Word.order.Infinitive.OV.Word.order.Infinitive.VO	Infinitive: OV and VO	0.0389666666666667	0.245866666666667	0.248
Word.order.Infinitive.OV.Word.order.Infinitive.VO	Infinitive: VO	0.0921333333333333	0.0873333333333333	0.0863666666666667
Word.order.Main.clauses.SOV.Word.order.Main.clauses.SVO.Word.order.Main.clauses.V2.Word.order.Main.clauses.VSO	Main clause: SOV	0.904566666666667	0.640055555555556	0.6382
Word.order.Main.clauses.SOV.Word.order.Main.clauses.SVO.Word.order.Main.clauses.V2.Word.order.Main.clauses.VSO	Main clause: SOV/SVO	0.00976666666666667	0.134111111111111	0.137333333333333
Word.order.Main.clauses.SOV.Word.order.Main.clauses.SVO.Word.order.Main.clauses.V2.Word.order.Main.clauses.VSO	Main clause: SVO	0.0342	0.0279444444444444	0.0294333333333333
Word.order.Main.clauses.SOV.Word.order.Main.clauses.SVO.Word.order.Main.clauses.V2.Word.order.Main.clauses.VSO	Main clause: V2	0.0302	0.0580555555555556	0.0561
Word.order.Main.clauses.SOV.Word.order.Main.clauses.SVO.Word.order.Main.clauses.V2.Word.order.Main.clauses.VSO	Main clause: VSO	0.0212666666666667	0.139833333333333	0.138933333333333
Word.order.Noun.Possessor.N.Poss.Word.order.Noun.Possessor.Poss.N	Noun - Possessor	0.346866666666667	0.337533333333333	0.336833333333333
Word.order.Noun.Possessor.N.Poss.Word.order.Noun.Possessor.Poss.N	Possessor - Noun	0.5851	0.285266666666667	0.288766666666667
Word.order.Noun.Possessor.N.Poss.Word.order.Noun.Possessor.Poss.N	Possessor - Noun and Noun - Possessor	0.0680333333333333	0.3772	0.3744
Word.order.Noun.adjective.AN.Word.order.Noun.adjective.NA	Adjective - Noun	0.869866666666667	0.5358	0.538433333333333
Word.order.Noun.adjective.AN.Word.order.Noun.adjective.NA	Adjective - Noun and Noun - Adjective	0.0538	0.306233333333333	0.3058
Word.order.Noun.adjective.AN.Word.order.Noun.adjective.NA	Noun - Adjective	0.0763333333333333	0.157966666666667	0.155766666666667
Word.order.Noun.relative.clause.NRel.Word.order.Noun.relative.clause.RelN	NRel: Category irrelevant	0.0404333333333333	0.28	0.282
Word.order.Noun.relative.clause.NRel.Word.order.Noun.relative.clause.RelN	NRel: Noun - Relative	0.6271	0.1182	0.113266666666667
Word.order.Noun.relative.clause.NRel.Word.order.Noun.relative.clause.RelN	NRel: Relative - Noun	0.291733333333333	0.316133333333333	0.3156
Word.order.Noun.relative.clause.NRel.Word.order.Noun.relative.clause.RelN	NRel: Relative - Noun and Noun - Relative	0.0407333333333333	0.285666666666667	0.289133333333333
Word.order.Participle.OV.Word.order.Participle.VO	O - Participle	0.8936	0.619333333333333	0.618233333333333
Word.order.Participle.OV.Word.order.Participle.VO	Participle - O	0.0499	0.0539	0.0543333333333333
Word.order.Participle.OV.Word.order.Participle.VO	Participle - O and O - Participle	0.0565	0.326766666666667	0.327433333333333
Word.order.Subordinate.clause.SOV.Word.order.Subordinate.clause.SVO.Word.order.Subordinate.clause.V2.Word.order.Subordinate.clause.VSO	Subordinate clause: SOV	0.8992	0.558277777777778	0.560433333333333
Word.order.Subordinate.clause.SOV.Word.order.Subordinate.clause.SVO.Word.order.Subordinate.clause.V2.Word.order.Subordinate.clause.VSO	Subordinate clause: SOV and SVO	0.0121333333333333	0.162	0.1602
Word.order.Subordinate.clause.SOV.Word.order.Subordinate.clause.SVO.Word.order.Subordinate.clause.V2.Word.order.Subordinate.clause.VSO	Subordinate clause: SVO	0.0373333333333333	0.0249444444444444	0.0269333333333333
Word.order.Subordinate.clause.SOV.Word.order.Subordinate.clause.SVO.Word.order.Subordinate.clause.V2.Word.order.Subordinate.clause.VSO	Subordinate clause: V2	0.0138	0.0916666666666667	0.0891333333333333
Word.order.Subordinate.clause.SOV.Word.order.Subordinate.clause.SVO.Word.order.Subordinate.clause.V2.Word.order.Subordinate.clause.VSO	Subordinate clause: VSO	0.0375333333333333	0.163111111111111	0.1633
Word.order.WH.element.WH.V	No WH - Verb (initial or not)	0.778233333333333	0.801133333333333	0.7997
Word.order.WH.element.WH.V	WH - Verb (initial or not)	0.221766666666667	0.198866666666667	0.2003
Word.order.WH.element.WH.initial	No WH-initial (no inversion)	0.212033333333333	0.177766666666667	0.1764
Word.order.WH.element.WH.initial	WH-initial (no inversion)	0.787966666666667	0.822233333333333	0.8236
